placa,ano,cor,modelo,marca,valor
QDQ1502,2000,PRETO,off road,cherry,136123.16
VAT8823,2010,AMARELO,off road,cherry,126895.31
DMM9068,1998,AZUL,luxo,vw,210605.92
FZZ5287,2023,VERMELHO,off road,cherry,126585.12
ATJ7541,1990,VERDE,standart,fiat,123168.55
HDU3419,1994,AMARELO,standart,fiat,78465.81
DFA8487,2012,LARANJA,off road,vw,181709.32
KKH1287,1992,AMARELO,off road,gwm,184493.85
JKN3321,2012,LARANJA,off road,cherry,161085.55
FMH2257,1994,PRETO,luxo,vw,177285.18
CHG3985,2022,VERMELHO,off road,fiat,195838.40
SEX8584,1991,LARANJA,standart,gm,101827.86
FHN9841,1996,VERMELHO,luxo,gwm,152201.67
HSD0927,2017,BRANCO,standart,gm,146924.61
OFG7744,1997,VERMELHO,off road,cherry,163890.91
QZV2200,2008,VERDE,luxo,gwm,138744.89
IRJ1686,1997,VERMELHO,standart,gm,81109.34
DDW2317,2012,VERDE,off road,ford,126769.89
YCE4192,1994,PRETO,luxo,ford,141160.99
XHJ8296,2006,LARANJA,luxo,cherry,154203.24
AOZ3234,2015,AZUL,off road,fiat,183845.87
ZIP0307,1999,VERMELHO,luxo,fiat,168868.52
MJY3116,2001,LARANJA,luxo,cherry,254911.39
BIY9691,1993,BRANCO,off road,fiat,167341.30
MQE2532,2009,AMARELO,luxo,fiat,184261.66
DRB6013,1990,BRANCO,standart,gm,106157.87
ZPG6161,2003,AZUL,standart,ford,88515.87
ZLY8148,1998,AMARELO,standart,ford,117663.68
IVM1928,2016,VERDE,off road,fiat,205186.93
IPJ4329,2008,AZUL,luxo,fiat,165336.59
CRL0144,1991,AMARELO,off road,gwm,173481.00
UNO8809,2006,AZUL,luxo,vw,181019.48
OSE6929,2023,AZUL,off road,gwm,138990.41
GKP7654,1995,AZUL,luxo,vw,226536.80
TBQ8139,2012,VERDE,off road,vw,206370.27
FLY4500,2006,AMARELO,off road,cherry,201905.37
KZA7825,2013,LARANJA,luxo,cherry,218412.26
ZTI1812,2005,AMARELO,off road,ford,179249.60
FGM3300,2017,VERDE,off road,ford,155108.50
RNP0302,2011,PRETO,standart,vw,93882.18
IXR8460,2010,VERDE,off road,vw,115629.49
ZUA2024,1992,VERDE,standart,fiat,70376.59
IEN6546,1999,VERMELHO,standart,ford,112410.28
OHJ9604,1992,VERDE,luxo,gm,185598.87
HJC8394,2008,VERDE,luxo,gm,150865.88
BKB8198,2014,PRETO,off road,ford,139159.92
VHV8893,2002,BRANCO,luxo,gwm,182892.05
PPP8915,2011,BRANCO,standart,ford,140830.53
LTG8660,1998,VERDE,off road,fiat,112017.29
QAP9575,2017,AZUL,off road,gm,102557.27
MRG0655,2023,LARANJA,off road,gm,172187.27
DBN5550,2003,AMARELO,standart,gm,95560.22
RFJ2691,2004,BRANCO,luxo,vw,198128.05
VJV4002,1996,VERDE,standart,gwm,81594.48
BXE4387,1999,VERDE,off road,fiat,117107.84
TJZ0068,2020,LARANJA,luxo,ford,190541.20
NQB3878,2001,AMARELO,off road,fiat,139570.91
NBS1316,2016,VERMELHO,standart,cherry,105847.76
ZJR8375,1994,AMARELO,luxo,ford,191728.76
EXA7772,2004,VERDE,luxo,ford,192838.06
JIX7419,1997,AZUL,standart,gm,101190.20
JAX8330,2024,PRETO,standart,gwm,87342.82
JMC3483,1997,LARANJA,off road,ford,110638.60
UZK1771,2019,AZUL,luxo,gwm,122494.52
BPZ1186,2018,VERDE,standart,ford,74854.05
YKS9043,2004,PRETO,off road,gwm,198557.71
FUG3105,2016,VERMELHO,off road,fiat,170862.27
GCK7914,2008,PRETO,luxo,gm,142658.09
LAB0319,2022,VERMELHO,standart,vw,106123.78
RJJ7217,2025,VERDE,standart,fiat,79963.18
AAX9549,1991,AZUL,off road,vw,177442.74
ROJ8386,2006,PRETO,luxo,gm,119307.76
DVR4166,2014,AMARELO,standart,cherry,145163.08
AEX2310,2023,VERMELHO,luxo,gm,130712.18
GYH4804,1993,PRETO,off road,ford,165214.82
HNI8737,2011,LARANJA,off road,gm,209591.13
SWK9342,2017,AMARELO,standart,ford,82147.34
CAK1337,2020,PRETO,off road,cherry,167922.71
DWR0590,1996,VERDE,standart,vw,111889.05
TXL5620,2012,LARANJA,standart,vw,132931.43
CWE9664,1991,VERDE,off road,fiat,138234.74
THU3120,2003,AZUL,standart,fiat,112181.27
QLC9366,1990,PRETO,luxo,cherry,214043.70
CZW2716,1990,VERMELHO,standart,gwm,97437.63
WCB9271,2022,VERDE,luxo,vw,183003.61
RQC1012,2007,VERDE,luxo,cherry,170508.17
ZNP5318,1990,VERMELHO,luxo,gwm,170494.53
XSN7051,1997,VERDE,off road,gwm,136944.89
GOS0063,2007,AZUL,off road,cherry,129599.68
JAP0754,1995,PRETO,luxo,gwm,253558.97
IPG0733,1995,VERDE,off road,vw,186887.22
UHB0454,2001,VERDE,off road,cherry,192001.62
NTC7831,2013,AMARELO,standart,gm,123667.53
LAU3830,1992,AMARELO,standart,gm,140996.83
BVQ8298,2012,BRANCO,luxo,ford,152331.62
MBY8002,1992,PRETO,off road,gm,202551.59
EXG0321,2024,PRETO,off road,vw,208845.94
DHF8592,2011,VERMELHO,off road,cherry,162618.11
AJY3152,2017,VERMELHO,standart,gwm,131881.23
PQW1689,2020,LARANJA,luxo,ford,177142.97
HET2351,2024,AMARELO,off road,fiat,100232.30
DTM1217,2013,LARANJA,luxo,ford,157772.08
XFO1778,2008,VERDE,standart,cherry,75622.95
OXI2531,2015,BRANCO,luxo,gm,169282.30
YQC0757,1991,BRANCO,standart,gwm,107300.39
RCY2572,2006,VERDE,standart,ford,127101.94
FLC0086,2001,AMARELO,luxo,cherry,196414.46
KVH5791,1997,AZUL,standart,gm,89007.44
OOU5020,2017,AMARELO,luxo,ford,138267.98
DLD5446,1999,VERDE,luxo,gm,239436.46
ZCW3059,2020,BRANCO,standart,vw,146590.96
IDB8346,1995,AZUL,standart,cherry,86600.98
KOX0170,2015,LARANJA,luxo,cherry,211632.34
XVO4968,1998,BRANCO,luxo,vw,191217.19
JYV8885,2018,AZUL,luxo,ford,211077.24
OAK2820,2007,AZUL,standart,gwm,79736.67
QHE6124,1999,AZUL,off road,gwm,192817.70
MLH3498,2005,PRETO,standart,cherry,118145.96
OOH0741,2000,VERMELHO,luxo,gwm,167295.25
GBL3583,1998,VERDE,off road,vw,116061.66
ASB8446,2022,LARANJA,luxo,cherry,151846.69
PRP7799,2007,AMARELO,luxo,fiat,175210.01
FQZ9427,2018,BRANCO,luxo,gwm,185912.12
XAX7249,2000,VERMELHO,luxo,gm,243924.23
FIM9854,2017,BRANCO,luxo,fiat,192191.50
EXO0237,2005,LARANJA,luxo,ford,203280.00
BIB0142,2024,AZUL,off road,vw,116843.18
TVD9518,1990,LARANJA,standart,gwm,112268.49
XLY1678,2011,VERDE,off road,vw,113584.15
FHV3932,2001,AZUL,standart,ford,126605.54
JYB3447,1996,PRETO,luxo,gwm,253052.92
XOT6705,1999,VERDE,luxo,cherry,222877.25
EPV4433,2024,PRETO,luxo,cherry,192833.16
LRW9860,2007,VERDE,off road,vw,204951.37
AKQ6819,1990,AMARELO,off road,ford,204283.49
BCP8482,1994,AZUL,off road,gm,157581.82
AAE8635,2011,AZUL,off road,vw,161045.50
HGY6616,2022,AMARELO,off road,cherry,192969.87
CAX4200,2014,PRETO,off road,vw,155529.22
BAW0334,2022,VERMELHO,luxo,gm,120785.12
EKL6899,1993,PRETO,luxo,cherry,249748.41
YRP1903,2018,AMARELO,standart,ford,131768.22
RRT5997,2017,VERMELHO,luxo,ford,197773.75
PRY9092,2021,VERDE,off road,gwm,185198.39
ZXO0706,2003,LARANJA,off road,vw,98065.09
UKT0047,2013,LARANJA,off road,gm,142923.61
GUO0668,2000,AZUL,luxo,gm,226140.60
GGM7188,2004,AMARELO,off road,fiat,164566.37
TJW0579,2024,AMARELO,off road,vw,197533.22
EYB1650,2025,VERDE,luxo,ford,199884.24
UCJ5537,2010,AZUL,luxo,gwm,133185.84
LTV3008,2000,AZUL,off road,gm,128363.71
ROY6386,2023,AMARELO,luxo,fiat,132869.52
LMN0931,2007,AMARELO,standart,fiat,132848.59
AUO4137,2018,AZUL,standart,gm,93892.37
FIW0508,1998,VERMELHO,standart,gwm,138392.42
FUM8223,2025,LARANJA,off road,vw,109316.45
ELX8336,1999,VERDE,luxo,fiat,225756.34
KTY5061,2010,VERMELHO,luxo,vw,204373.36
ZVF2144,2000,PRETO,luxo,gm,210119.00
CRX1034,2009,BRANCO,off road,gm,100948.51
HEK6983,2001,VERDE,standart,cherry,123547.08
GNR6694,1997,BRANCO,off road,cherry,178966.23
JJM6226,2025,VERMELHO,off road,gwm,122779.32
EFF8086,2021,VERDE,off road,gwm,160379.54
WXH6570,2008,AZUL,standart,gm,143771.76
WDB6097,2001,LARANJA,off road,cherry,145899.79
XRS9934,2012,PRETO,standart,cherry,129397.95
YVY1255,2003,AZUL,off road,cherry,125602.61
SIE1708,2007,AMARELO,luxo,vw,159646.08
ZJP5882,2017,BRANCO,standart,gm,78099.53
AUV7023,2001,PRETO,off road,fiat,124470.36
LQZ3029,2013,AZUL,off road,gwm,132750.58
YWF5411,2006,PRETO,luxo,fiat,249419.34
MPW3882,2020,BRANCO,off road,ford,176951.08
BLB7412,2002,AMARELO,luxo,fiat,145167.26
JQE7689,2003,AZUL,off road,gm,101644.27
FWA3094,2013,BRANCO,luxo,gwm,154996.28
IUX4315,2011,VERMELHO,off road,vw,190020.07
ZVO5870,2011,LARANJA,off road,ford,186699.04
EJV5533,1996,LARANJA,standart,gwm,124615.33
PZV4766,2013,VERDE,standart,cherry,92739.60
QVM5912,2015,VERDE,luxo,ford,203704.30
JCO1022,2006,VERDE,luxo,gwm,161372.65
SST4270,2013,LARANJA,luxo,vw,130965.80
ZSJ2791,2016,VERDE,off road,gwm,149087.89
MJX2767,1996,VERDE,off road,gwm,175637.99
VHC6554,1990,AMARELO,off road,fiat,167649.82
KBZ1322,2012,VERMELHO,off road,gwm,186889.08
OTD3741,2009,BRANCO,standart,gwm,75688.63
DRF5088,2022,VERMELHO,standart,fiat,113927.60
TSX2422,1992,BRANCO,standart,vw,81516.41
CKY2403,2018,BRANCO,standart,ford,74808.50
NJA9009,2001,VERDE,luxo,ford,147582.54
UGL0190,2011,AZUL,luxo,ford,206879.69
ESP9884,1993,LARANJA,off road,ford,139735.48
HNG3628,2001,VERMELHO,off road,cherry,187044.73
YRY7043,1991,AMARELO,off road,gwm,158429.77
WWM8714,1999,AZUL,standart,vw,122778.18
BBQ4182,2005,AZUL,standart,cherry,78363.63
ILT2793,2002,PRETO,standart,ford,141864.89
FOM2231,2016,BRANCO,off road,ford,199629.66
BSV0172,2006,BRANCO,off road,fiat,192344.93
PNJ9264,1995,AZUL,standart,gm,135449.87
HYU5313,2004,VERDE,off road,vw,143749.28
OHX5618,1999,PRETO,luxo,gwm,120671.09
LUD6924,1997,AZUL,standart,vw,95219.19
QUO0889,2018,BRANCO,luxo,fiat,152155.34
VDM7742,1990,BRANCO,off road,ford,129628.00
ZGU2684,1993,BRANCO,luxo,cherry,189715.65
EET0898,1992,AZUL,luxo,cherry,150558.60
OSU6129,2008,PRETO,standart,fiat,72750.09
UBW9992,2004,BRANCO,off road,gm,166631.52
SSD2413,1998,VERMELHO,off road,fiat,197989.38
SVE8076,1997,PRETO,standart,gwm,139545.96
MWN5834,2018,AZUL,off road,fiat,165131.34
ONR2143,2014,BRANCO,standart,ford,117489.57
HNE5649,1990,BRANCO,standart,ford,139157.20
QPB6150,2019,PRETO,off road,vw,192305.37
NKG1016,1998,LARANJA,off road,ford,165327.05
PYF7567,2011,AMARELO,off road,gm,162887.37
CMG6678,2008,VERDE,standart,fiat,145541.21
SCD0864,2012,LARANJA,luxo,fiat,230532.63
QQA7330,1999,VERDE,standart,fiat,96133.01
OKM1595,2011,LARANJA,standart,ford,82100.91
VIO7402,1990,PRETO,off road,cherry,161212.86
AWY8253,2019,AMARELO,standart,ford,96402.47
UAJ2224,2012,BRANCO,off road,gwm,114399.17
IPP2533,2017,VERDE,off road,ford,120737.23
QZM5743,2002,PRETO,standart,fiat,109922.17
UBM7344,2017,VERDE,luxo,fiat,182113.48
IOL1260,2021,AMARELO,standart,gm,113918.14
JJC6594,2025,BRANCO,luxo,cherry,212461.22
RER4265,2018,PRETO,off road,gwm,207280.66
JQT7631,2000,AMARELO,off road,gwm,164182.31
MAW6243,2023,AZUL,luxo,fiat,227884.91
ABV0536,1998,LARANJA,off road,cherry,190519.08
SIY5996,2020,LARANJA,off road,fiat,151336.61
DHS3729,2011,VERDE,luxo,gm,181979.97
RZU1251,2020,VERDE,luxo,gwm,135262.15
IGE6704,2001,AZUL,standart,fiat,92510.72
GCC9952,2010,PRETO,off road,fiat,162901.47
KEP0850,2015,BRANCO,standart,gm,105942.76
SQH3741,2004,PRETO,standart,fiat,100117.39
KXP4182,2016,AZUL,off road,vw,98354.89
BYW1103,1999,AZUL,off road,vw,135829.07
ZKC6747,2016,AZUL,off road,vw,208235.31
CLN7346,2013,VERMELHO,off road,fiat,180463.47
ANK0102,2015,VERDE,luxo,cherry,150343.95
ZCX0499,2004,AZUL,off road,fiat,164696.41
MHT5548,2012,VERMELHO,off road,vw,179116.16
UXD1447,1991,PRETO,luxo,fiat,165413.72
PTL9183,2002,VERDE,off road,cherry,143327.71
CIP3609,1996,AMARELO,luxo,gm,168071.87
CCI1652,1995,VERDE,off road,gm,134183.38
KDV0306,2016,VERMELHO,off road,fiat,109249.64
VSW4193,2012,AZUL,luxo,gm,196904.93
JXA7154,1991,VERMELHO,off road,gm,189951.45
DCM6516,2005,BRANCO,luxo,gm,146351.78
KHD8508,2013,VERMELHO,off road,fiat,198571.17
PFA1632,1996,VERMELHO,luxo,gwm,147058.50
PGN5327,2018,AZUL,luxo,vw,235413.02
VAG8674,2002,PRETO,luxo,cherry,142127.79
UCH2351,1991,PRETO,off road,gwm,104891.69
PDI8176,2016,AMARELO,off road,fiat,125110.39
GRE9186,1996,PRETO,luxo,vw,247916.98
YPW7297,2016,BRANCO,off road,gwm,131071.94
XLM5703,1990,BRANCO,luxo,vw,219784.89
HFY1352,2001,VERDE,standart,fiat,114971.26
QPJ4577,2006,PRETO,off road,fiat,121502.62
PUB1243,2007,VERMELHO,luxo,vw,245584.00
LDQ8563,1992,VERDE,luxo,fiat,246678.09
OIZ9425,2024,AZUL,off road,cherry,106057.13
VGY9044,1996,LARANJA,luxo,ford,236387.99
XOS6537,2011,LARANJA,off road,gm,147676.21
FZO4258,2015,PRETO,luxo,ford,160400.70
ETY0966,1999,AZUL,luxo,gwm,120317.34
AZL1748,1993,AMARELO,off road,vw,196691.98
EKB2007,1990,AMARELO,standart,gm,130762.55
KDO5495,1990,LARANJA,off road,fiat,149682.73
BCT4867,2016,AMARELO,luxo,fiat,136061.93
FQC8939,1991,VERMELHO,luxo,ford,212190.32
DTV1891,2011,AMARELO,standart,ford,110624.24
SUN0023,2016,LARANJA,standart,ford,115328.04
NGK3112,2008,VERMELHO,off road,gwm,199208.09
SNK7896,1992,VERMELHO,standart,ford,128343.60
EBE4380,2023,AZUL,off road,fiat,122314.46
EWK1848,1996,PRETO,luxo,fiat,121525.92
WMD9989,1996,PRETO,luxo,cherry,128583.44
FII8522,1993,AZUL,off road,fiat,158666.91
IYQ0772,2000,AZUL,luxo,ford,217818.88
QUT2386,2017,AMARELO,standart,vw,128466.27
WSZ9053,1991,BRANCO,luxo,vw,149813.09
HLS0497,2002,VERMELHO,standart,ford,94298.96
IQD9232,2000,PRETO,standart,gm,126973.18
SSU7103,1999,BRANCO,luxo,gwm,140827.87
WLT3748,2018,BRANCO,standart,fiat,115979.71
NEA1954,2019,AMARELO,luxo,vw,165340.27
PVB5028,1990,VERDE,standart,gm,149948.46
NWB3740,1992,BRANCO,standart,ford,97641.58
IWY3603,2015,LARANJA,off road,ford,139882.42
SYK2770,2024,LARANJA,standart,gm,147927.08
TTM1129,2020,PRETO,luxo,cherry,137657.23
KED1863,2000,VERDE,standart,vw,113420.69
OTK3296,1990,VERDE,standart,cherry,145441.94
JSF3063,2022,VERDE,off road,gwm,102649.79
GAX5497,1997,BRANCO,off road,cherry,158319.22
ATU7888,1996,BRANCO,off road,cherry,174386.84
PCA8184,2022,AZUL,off road,gwm,183275.89
DVB7212,2004,AMARELO,off road,fiat,101230.72
ZKE5167,2005,LARANJA,off road,gwm,138137.66
KLP2202,2022,LARANJA,off road,gwm,182464.80
ZUJ5639,2008,AMARELO,off road,vw,150492.77
FGO9499,1998,AZUL,standart,vw,84103.25
OFK2393,1991,AMARELO,luxo,ford,142837.02
NXF6089,1991,LARANJA,standart,cherry,104871.97
JNO3916,2006,BRANCO,luxo,gwm,166803.44
OTL7842,2016,AMARELO,standart,gm,79779.85
SLL9944,1994,VERMELHO,luxo,ford,182951.83
HLE1011,2007,LARANJA,luxo,ford,216962.84
EED9143,2016,VERMELHO,standart,vw,87823.11
EHN5728,1996,VERDE,luxo,ford,204553.76
PHH4844,1996,VERMELHO,standart,cherry,138217.09
XQG2577,2000,AZUL,luxo,ford,128265.15
EQT5660,2022,LARANJA,off road,vw,148194.98
TZU0071,2003,VERMELHO,off road,gm,176173.56
KBX8602,2016,LARANJA,off road,vw,207168.09
HEU2924,2003,AZUL,off road,fiat,167912.53
EKS2335,1992,BRANCO,off road,vw,126342.46
DUQ6538,1991,VERDE,off road,gm,201509.62
GYQ1927,2009,VERDE,luxo,fiat,131709.85
ETL0226,2000,LARANJA,standart,gwm,98216.25
BYF3719,2024,PRETO,standart,gm,98477.73
ODU8861,2008,LARANJA,off road,ford,128087.13
DZK6939,2011,BRANCO,off road,gm,131052.14
ZRI6945,1990,VERMELHO,off road,vw,157913.67
NVP0813,2000,AMARELO,luxo,vw,175507.94
PYC2697,2009,PRETO,luxo,cherry,190928.57
HXE8481,2005,AZUL,luxo,gm,183618.07
UWY4472,2000,AMARELO,standart,vw,145759.62
YJI6492,2020,AZUL,luxo,gm,221294.99
YLU6183,2019,BRANCO,standart,ford,124390.98
PQW4611,2021,VERMELHO,off road,vw,129909.73
KLJ1530,1993,AMARELO,off road,gm,118854.20
JUQ8849,2003,VERMELHO,standart,cherry,94905.03
UQE1346,1990,LARANJA,luxo,cherry,244628.74
VUH7968,2009,AZUL,luxo,fiat,173394.20
YMW0684,2013,PRETO,off road,ford,103740.83
KQS9209,2011,BRANCO,standart,fiat,139532.45
RHF9175,2018,AZUL,luxo,cherry,219396.95
JSC5960,1994,BRANCO,off road,cherry,169876.20
AGA6883,2020,VERDE,off road,fiat,164747.38
FSD9383,2020,AMARELO,off road,fiat,103794.21
CYY4694,2007,VERMELHO,standart,gwm,105595.92
AYF4908,2015,AZUL,standart,vw,125450.47
LHB2361,2021,VERMELHO,luxo,fiat,183428.26
TJK9293,2000,AZUL,standart,vw,136791.43
WQO6304,2020,VERDE,off road,fiat,191086.85
SNT2480,2001,AZUL,luxo,ford,171578.45
ZUT8711,2012,AZUL,off road,ford,150487.17
DIM8816,2005,VERDE,luxo,ford,230993.78
JFS0488,1992,AMARELO,luxo,vw,139706.36
UQJ9914,1998,VERDE,luxo,gwm,229886.70
ETH9609,2015,AMARELO,luxo,ford,209815.72
JNP6918,2013,BRANCO,standart,cherry,131522.02
STY5956,2019,AZUL,off road,gm,144910.16
EUM9617,2012,VERMELHO,luxo,ford,230297.00
RAZ7055,2006,LARANJA,standart,gwm,115694.48
GEG9401,2005,LARANJA,standart,gwm,108197.34
ODL3995,2013,VERMELHO,standart,gm,88119.01
TFY1809,2018,VERMELHO,standart,cherry,127959.88
XJS1944,2019,BRANCO,off road,cherry,160408.71
KYC2578,2022,AZUL,luxo,cherry,184596.80
CLD5254,1991,PRETO,luxo,gm,190555.30
VOL6195,2015,VERDE,standart,fiat,118317.90
HVM5223,1994,LARANJA,luxo,gm,190337.64
AON8544,2019,PRETO,luxo,ford,202420.16
UAW3376,2011,BRANCO,off road,gwm,170871.46
FHF0727,2009,PRETO,off road,gwm,173244.53
CCB9151,2025,BRANCO,standart,vw,87346.61
DEJ7089,2024,BRANCO,standart,cherry,140172.09
LSW8439,2000,BRANCO,luxo,gm,202449.52
QVI6652,1995,VERMELHO,off road,gwm,200406.41
QNJ2856,2000,BRANCO,standart,fiat,126148.69
ZGM0341,2007,LARANJA,luxo,ford,239075.43
UAC6267,1995,BRANCO,luxo,fiat,143249.44
IJN3780,2003,AZUL,off road,fiat,150364.41
AAV4442,2009,AMARELO,luxo,gwm,217414.29
BDW1552,2014,AMARELO,off road,fiat,142406.64
TXI3372,1995,BRANCO,standart,ford,106544.07
OLC7714,2016,AZUL,luxo,fiat,223181.04
JGG8670,2013,VERDE,standart,vw,83986.28
ZJP3286,1991,AZUL,standart,ford,108726.93
AML3134,2005,LARANJA,luxo,gm,233715.34
EKW1981,2008,AZUL,off road,vw,98133.28
SQL9922,2001,PRETO,luxo,gwm,220464.95
EOF3727,1990,VERDE,standart,gm,79549.79
JWD8118,1992,AZUL,standart,ford,143011.83
CGI9196,2022,LARANJA,luxo,gwm,252152.62
BIH7907,2025,AMARELO,luxo,fiat,241348.72
HMI7682,2022,LARANJA,off road,fiat,105797.74
EYJ9755,2009,PRETO,off road,gwm,155751.65
TAM6297,2021,BRANCO,standart,gwm,74150.51
UPV9490,2016,AZUL,off road,vw,174952.44
KJT2475,1996,VERMELHO,standart,cherry,98017.10
RTT4615,2019,VERDE,luxo,gwm,214414.35
FLO1040,2011,VERDE,luxo,cherry,174870.90
GTR1985,2018,PRETO,off road,fiat,163383.44
KAH7558,2018,VERMELHO,luxo,fiat,192669.65
UYT1509,2016,BRANCO,luxo,fiat,153508.87
MMU6862,2010,AMARELO,luxo,gwm,210594.97
QTQ1956,1992,AZUL,off road,fiat,148136.67
LFG4339,2005,BRANCO,luxo,vw,227766.35
EWS3779,2003,AMARELO,luxo,cherry,198507.12
SGG0132,2022,BRANCO,luxo,ford,170185.29
XSS6275,2006,AZUL,off road,fiat,201653.03
WPN0690,1998,VERMELHO,luxo,cherry,181007.23
DYA4831,2019,AZUL,standart,fiat,107085.30
NOF8820,2024,VERMELHO,luxo,ford,212849.54
QIZ9556,2004,AZUL,luxo,fiat,136294.53
YGU8454,2024,PRETO,luxo,ford,214918.86
CCT6635,1997,VERDE,luxo,vw,195726.88
THW9072,2025,VERDE,luxo,gwm,175471.91
ARI0579,2020,PRETO,luxo,fiat,141651.45
YTG9571,2003,AZUL,standart,gwm,70587.94
SKK5627,1990,VERDE,luxo,gwm,134201.54
OYR7824,2020,VERMELHO,off road,gwm,107693.35
UAH5403,1997,PRETO,luxo,fiat,149870.62
CPI9058,2019,LARANJA,standart,cherry,109025.40
FUV2963,2005,BRANCO,luxo,cherry,253299.92
KDH4826,2010,AMARELO,off road,gm,189264.54
MDD2908,2023,PRETO,luxo,ford,139508.13
DKF2537,2023,AMARELO,standart,cherry,135648.83
OKJ3595,1998,LARANJA,luxo,fiat,187124.87
STM8729,2021,AMARELO,luxo,gwm,163872.21
EUU5125,2000,LARANJA,off road,gm,117454.75
WNA2949,1990,VERMELHO,luxo,cherry,226955.96
NTI4668,2021,AZUL,off road,vw,174350.08
CHE8568,2020,AZUL,standart,fiat,114065.73
LGV8488,1992,PRETO,standart,ford,96297.03
QSF5122,2004,BRANCO,luxo,gwm,121395.74
TMB0546,1998,AMARELO,standart,fiat,98733.58
ALD2325,2025,VERMELHO,standart,fiat,142495.39
ZRK6410,2025,AZUL,luxo,gm,150060.24
FHJ8383,2017,VERDE,standart,cherry,71525.93
HPC2857,1994,AMARELO,standart,cherry,109932.69
QBF5649,1999,VERMELHO,luxo,cherry,194350.86
IKF6290,1992,VERMELHO,off road,gm,142845.42
TLW9836,2016,AZUL,standart,gwm,92785.28
VLW4306,2016,AZUL,off road,gwm,125859.80
AEV0748,1996,BRANCO,off road,cherry,166071.75
SUT5863,1993,VERDE,standart,vw,77867.37
WLL2685,2005,BRANCO,standart,cherry,123023.93
SOS6589,2013,AMARELO,luxo,cherry,241728.84
UXC9627,2019,VERMELHO,off road,vw,150100.18
NDH0485,2010,AZUL,off road,fiat,158232.08
UGI4647,2004,BRANCO,luxo,fiat,243171.71
END7310,2016,VERMELHO,off road,gwm,159251.87
XQQ6739,2002,VERDE,luxo,fiat,167596.95
WNQ0038,2000,VERMELHO,luxo,cherry,230208.62
NOB3263,2019,LARANJA,off road,cherry,110186.70
PCH6795,2014,VERDE,luxo,cherry,182546.31
CFM1949,2016,VERDE,standart,fiat,92891.92
NEE9178,2004,VERMELHO,luxo,fiat,170358.45
FWB0847,2007,PRETO,luxo,fiat,123402.47
VLE1401,2015,VERDE,off road,vw,154371.56
LWN1665,2019,VERDE,standart,vw,118180.87
SEQ0673,2023,BRANCO,off road,gm,177890.23
ZAW5698,1999,PRETO,luxo,gm,211789.24
DYU7188,2002,AMARELO,luxo,ford,177883.66
PAO4237,2007,AZUL,standart,gm,117139.86
JOF5884,1997,LARANJA,standart,vw,88149.63
DCH6212,1994,BRANCO,off road,gwm,155680.13
DUC5045,1993,BRANCO,luxo,ford,136416.56
VUB7533,2006,BRANCO,off road,gwm,161365.30
EJI8370,1994,AZUL,off road,vw,156481.83
JYH0021,1997,BRANCO,off road,ford,106867.60
PGJ0875,2014,VERMELHO,luxo,gwm,211313.26
EPP0801,2014,LARANJA,luxo,cherry,145351.25
WFP6279,2019,AMARELO,standart,cherry,83715.14
IYY8645,2018,VERMELHO,off road,gm,128046.35
FRP3988,1998,BRANCO,standart,ford,143089.30
NVF0668,2013,AMARELO,standart,gm,141131.62
BYQ4788,2009,LARANJA,off road,gwm,207438.38
WQK6903,2002,AMARELO,off road,cherry,155828.28
UBC0899,2021,LARANJA,standart,ford,130411.68
XJV6642,1991,AZUL,off road,gm,150677.64
IGU8323,1990,PRETO,standart,ford,72420.03
CRE6144,2008,BRANCO,off road,gwm,197792.02
ZCX0297,2003,AZUL,off road,vw,170267.24
YXQ8727,2009,VERMELHO,luxo,vw,180307.36
BTS5650,2018,BRANCO,standart,gm,104159.29
BUZ1270,1999,LARANJA,luxo,cherry,146138.04
CWS9966,2012,VERDE,standart,gm,137927.36
YZI1443,2007,BRANCO,luxo,gwm,211927.75
OGP0829,2015,VERMELHO,off road,ford,136699.96
XGZ4723,1999,BRANCO,off road,cherry,200535.47
LOT6279,2005,AZUL,off road,vw,187982.56
KHA4034,2019,VERDE,off road,gwm,142442.54
HWW0230,2000,PRETO,standart,cherry,94594.57
OKF8801,2011,BRANCO,standart,gm,146615.35
TUF0110,2009,VERDE,off road,gwm,188968.76
HSD4525,2016,VERDE,luxo,fiat,123208.62
FFC3582,2001,PRETO,off road,gm,193318.66
URG4637,1992,PRETO,standart,fiat,78638.46
HXE4896,2000,VERDE,standart,fiat,94979.89
VYZ4868,2024,AZUL,standart,ford,123488.90
DJZ7674,2020,BRANCO,luxo,gm,190988.53
LJJ3557,2016,VERDE,off road,gwm,113698.11
BHL3015,2010,AZUL,luxo,fiat,204751.34
FAN3318,2022,AMARELO,standart,gm,93534.33
TJJ4464,2010,LARANJA,off road,gwm,110273.05
OQO2956,2024,BRANCO,standart,ford,114007.78
CPC7318,2008,PRETO,off road,gm,169439.37
WBD1653,2023,PRETO,luxo,vw,195500.52
AUD7769,2019,VERMELHO,standart,vw,78058.47
QZG6995,1998,VERMELHO,standart,cherry,80043.29
ONY8283,2018,VERDE,luxo,gm,250209.34
PVU9316,1992,AMARELO,luxo,gm,153458.61
SIS5263,2021,LARANJA,luxo,gwm,154491.54
UKB4543,2015,VERDE,off road,fiat,151101.79
TSU4011,1995,AMARELO,luxo,vw,185708.07
UNZ1098,2006,LARANJA,standart,gwm,78519.18
WLN1855,1994,AMARELO,standart,ford,113917.75
